Customer ID,Age,Gender,Name,Income Level,Location,Loyalty Program,Purchase Frequency,Mail ID
C0048,29,Female,Kayla Watts,"50,000-74,999",Bangalore,No,High,kevin91@example.org
C0049,47,Female,Lori Fischer,"<25,000",Chennai,Yes,Medium,swansonangela@example.org
C0050,50,Female,Michael Mullen,"75,000-99,999",Delhi,Yes,High,anthonybennett@example.net
C0051,80,Male,Katherine Higgins,"100,000+",Mumbai,No,Medium,chall@example.com
C0052,55,Female,Jade Jimenez,"50,000-74,999",Bangalore,No,Low,richardsonkathleen@example.org
C0053,81,Female,Susan Lewis,"<25,000",Mumbai,Yes,Medium,lindseykristen@example.com
C0054,49,Male,George Clark,"<25,000",Chennai,No,High,angelabrown@example.com
C0055,60,Male,April Carter,"<25,000",Mumbai,Yes,Medium,bjohnson@example.com
C0056,77,Male,Brent Garcia,"<25,000",Hyderabad,No,Medium,xbuckley@example.net
C0057,41,Male,Kyle Anderson,"75,000-99,999",Mumbai,Yes,Medium,nicholasortiz@example.com
C0058,22,Female,Kara Fletcher,"75,000-99,999",Chennai,Yes,High,pscott@example.com
C0059,38,Female,Gloria White,"75,000-99,999",Hyderabad,Yes,High,zbeck@example.org
C0060,66,Female,Olivia Fuentes,"75,000-99,999",Hyderabad,No,High,charleshogan@example.com
C0061,32,Male,Adam Sanders,"<25,000",Hyderabad,No,Low,russellmichael@example.com
C0062,56,Male,Tanya Kent,"<25,000",Delhi,Yes,Medium,edward41@example.org
C0063,39,Male,Ashley Martinez,"50,000-74,999",Delhi,No,High,rickywilson@example.com
C0064,47,Male,Daniel Yang PhD,"75,000-99,999",Chennai,Yes,High,ryan43@example.com
C0065,28,Female,Danielle Hall,"<25,000",Delhi,No,High,margaretmooney@example.net
C0066,22,Male,Mark Graham,"50,000-74,999",Hyderabad,Yes,Low,ghall@example.com
C0067,39,Female,Mary Perez,"100,000+",Bangalore,No,High,omiller@example.com
C0068,82,Male,Barbara Kim,"<25,000",Chennai,No,High,yujohnny@example.com
C0069,52,Male,Laura Jacobson,"25,000-49,999",Bangalore,No,High,josephrichmond@example.org
C0070,60,Male,Kimberly Brown PhD,"100,000+",Hyderabad,Yes,Medium,mrodriguez@example.org
C0071,50,Male,Jeffery Reed,"75,000-99,999",Bangalore,Yes,High,ubennett@example.org
C0072,55,Female,Joseph Gallagher,"75,000-99,999",Chennai,No,Low,abigaildavies@example.org
C0073,23,Female,Megan Wood,"<25,000",Bangalore,Yes,Medium,troy50@example.org
C0074,36,Male,Elizabeth Williams,"<25,000",Mumbai,No,High,jacksonwesley@example.org
C0075,66,Male,Brittany Phillips,"100,000+",Mumbai,Yes,Low,crystalberg@example.org
C0076,77,Male,Jean Adams,"75,000-99,999",Hyderabad,Yes,Medium,vcruz@example.net
C0077,61,Male,Anthony Watson,"50,000-74,999",Bangalore,No,Low,corey84@example.net
C0078,72,Male,Michael Conner,"<25,000",Bangalore,No,Medium,wrightheather@example.net
C0079,40,Female,Christopher Stevens,"50,000-74,999",Hyderabad,Yes,Low,ashley87@example.org
C0080,48,Female,Megan Garcia,"50,000-74,999",Chennai,Yes,Medium,xyu@example.net
C0081,80,Male,Shawn Woods,"75,000-99,999",Chennai,No,High,weaveralexander@example.org
C0082,41,Male,Yolanda Thomas,"75,000-99,999",Mumbai,No,Medium,ronald69@example.com
C0083,22,Female,Victoria Hayes,"75,000-99,999",Bangalore,No,Medium,myerslaura@example.com
C0084,57,Male,David Murphy,"75,000-99,999",Delhi,Yes,High,sarahblanchard@example.com
C0085,33,Female,Jeffrey Gutierrez,"25,000-49,999",Bangalore,No,Medium,rogersalex@example.org
C0086,53,Female,Alison Bennett MD,"<25,000",Bangalore,Yes,Medium,reevesamy@example.com
C0087,64,Male,Lisa Thompson,"50,000-74,999",Mumbai,No,Medium,angela47@example.com
C0088,63,Female,Andrew Smith,"25,000-49,999",Hyderabad,Yes,Low,angelawinters@example.com
C0089,53,Male,Zachary Soto,"100,000+",Chennai,No,Low,laura97@example.com
C0090,71,Male,Rebecca Gonzalez,"50,000-74,999",Hyderabad,No,Medium,christensencory@example.org
C0091,69,Male,Alexa Hutchinson,"25,000-49,999",Mumbai,Yes,High,qwhite@example.net
C0092,32,Male,Gloria Hill MD,"25,000-49,999",Bangalore,Yes,High,sperkins@example.net
C0093,84,Female,Christopher Morse,"<25,000",Chennai,Yes,Low,cynthia85@example.net
C0094,60,Female,Jennifer Blair,"75,000-99,999",Bangalore,No,High,troy12@example.net
C0095,59,Male,Holly Mills,"100,000+",Delhi,No,Medium,ujones@example.net
C0096,53,Male,Andrew Kent,"50,000-74,999",Bangalore,No,Low,cathywalters@example.net
C0097,73,Female,Mason Briggs,"25,000-49,999",Chennai,No,High,michael96@example.org
C0098,37,Female,Jeanette Valentine,"75,000-99,999",Mumbai,No,Low,carolking@example.com
C0099,65,Female,Raymond Hodges,"50,000-74,999",Chennai,Yes,High,cristian59@example.net
C00100,64,Female,Brian Ramirez,"25,000-49,999",Bangalore,No,High,ohaley@example.net
C00101,76,Female,Mr. Paul Cobb,"<25,000",Delhi,Yes,Low,ryan68@example.com
C00102,30,Female,Shannon Howard,"<25,000",Chennai,Yes,High,fischersydney@example.com
C00103,25,Female,Daisy Warner,"<25,000",Delhi,Yes,High,richardholloway@example.com
C00104,55,Male,Roberta Brown,"100,000+",Chennai,Yes,High,desiree09@example.org
C00105,48,Male,Stacy Ross,"25,000-49,999",Hyderabad,No,High,ryan88@example.net
C00106,77,Male,David Ali,"<25,000",Hyderabad,Yes,Low,nicole56@example.net
C00107,31,Female,Jennifer Miller,"100,000+",Delhi,No,Medium,hallroger@example.com
C00108,55,Male,Arthur Higgins,"75,000-99,999",Bangalore,Yes,Medium,hthompson@example.net
C00109,46,Female,Colleen Colon,"<25,000",Chennai,No,Low,morriscassandra@example.net
C00110,68,Female,Cory Harris,"75,000-99,999",Bangalore,Yes,Medium,aaronobrien@example.net
C00111,37,Female,Suzanne Davis,"75,000-99,999",Mumbai,No,Medium,jason47@example.org
C00112,35,Male,Paul Barker,"100,000+",Bangalore,No,Medium,mroth@example.org
C00113,45,Male,Miranda Hoover,"<25,000",Hyderabad,Yes,High,cindyreeves@example.net
C00114,83,Female,Nathaniel Poole,"100,000+",Chennai,Yes,High,erin75@example.net
C00115,30,Female,Mary Murphy,"50,000-74,999",Hyderabad,No,Medium,nnicholson@example.com
C00116,48,Female,Cynthia Garcia,"25,000-49,999",Mumbai,No,High,sheenataylor@example.net
C00117,54,Male,Rhonda Jones,"100,000+",Delhi,Yes,Low,richard58@example.org
C00118,31,Female,Samuel Durham,"100,000+",Hyderabad,No,Medium,irussell@example.org
C00119,76,Male,Kim Townsend,"100,000+",Mumbai,No,Medium,crosbysarah@example.net
C00120,26,Male,Christina Wall,"<25,000",Bangalore,Yes,Low,mark79@example.com
C00121,51,Male,Heather Potter,"25,000-49,999",Chennai,Yes,High,cfischer@example.org
C00122,21,Female,Melvin Walters,"25,000-49,999",Chennai,Yes,Low,zfleming@example.com
C00123,70,Female,Jared Shaw,"25,000-49,999",Mumbai,No,Low,ricefernando@example.net
C00124,57,Male,Taylor Yu,"25,000-49,999",Chennai,No,Low,qmorris@example.com
C00125,24,Male,Carlos Carlson,"50,000-74,999",Chennai,No,Low,zcollins@example.net
C00126,49,Female,Brian Dean,"25,000-49,999",Bangalore,No,High,patricia87@example.com
C00127,83,Male,Kathy Baxter,"100,000+",Mumbai,No,Low,katiemoreno@example.net
C00128,66,Male,Mrs. Emily Reed,"50,000-74,999",Delhi,No,Medium,jessetran@example.net
C00129,84,Female,Brian Holt,"100,000+",Chennai,No,Low,powellgregory@example.org
C00130,41,Male,Charles Lara,"50,000-74,999",Delhi,Yes,High,lgibbs@example.net
C00131,50,Male,Virginia Walker,"<25,000",Chennai,No,Low,timothygilbert@example.net
C00132,84,Female,Cynthia Sanders,"25,000-49,999",Hyderabad,Yes,Low,briannaadams@example.com
C00133,64,Male,Miranda Gonzalez,"75,000-99,999",Mumbai,No,Medium,zacharymiller@example.org
C00134,22,Male,Kaitlyn Moreno,"75,000-99,999",Mumbai,No,Low,bethany20@example.net
C00135,76,Female,Brian Rasmussen,"<25,000",Bangalore,No,High,taylorbradshaw@example.org
C00136,68,Female,Cassandra Jimenez,"75,000-99,999",Hyderabad,No,High,cheryl77@example.com
C00137,65,Male,Andre Lewis,"100,000+",Chennai,Yes,Low,christinefuller@example.net
C00138,24,Female,John Osborn,"75,000-99,999",Bangalore,No,High,brian08@example.org
C00139,72,Male,Angel Smith,"25,000-49,999",Delhi,Yes,Medium,reederic@example.net
C00140,62,Female,Terry Little,"50,000-74,999",Chennai,No,High,amontoya@example.org
C00141,41,Female,Brandon Oneal,"100,000+",Mumbai,Yes,Medium,melvin58@example.net
C00142,82,Male,Michael Smith,"25,000-49,999",Bangalore,Yes,High,masseyrodney@example.org
C00143,43,Male,Kenneth Rodriguez,"25,000-49,999",Hyderabad,Yes,High,bucksara@example.org
C00144,61,Female,Kayla Matthews,"50,000-74,999",Mumbai,No,High,susan31@example.org
C00145,54,Female,Gina Smith,"75,000-99,999",Hyderabad,Yes,High,janetalvarez@example.net
C00146,22,Male,Mr. Joseph Terry,"50,000-74,999",Mumbai,No,High,aperez@example.com
C00147,48,Male,Nancy Rojas,"75,000-99,999",Chennai,Yes,Medium,briancarroll@example.net
C00148,46,Male,Tina Green,"50,000-74,999",Delhi,Yes,Low,tracijackson@example.com
C00149,70,Female,David Baker,"25,000-49,999",Hyderabad,Yes,Low,ounderwood@example.com
C00150,30,Male,David Cannon,"25,000-49,999",Hyderabad,Yes,High,castilloangelica@example.com
C00151,24,Female,Susan Preston,"75,000-99,999",Delhi,Yes,High,donna06@example.net
C00152,23,Female,Anne White,"25,000-49,999",Bangalore,Yes,Low,dylan16@example.com
C00153,39,Male,Daniel Gentry,"50,000-74,999",Bangalore,Yes,High,cmoore@example.com
C00154,78,Female,Allen Holden,"<25,000",Mumbai,Yes,High,peggyrivera@example.net
C00155,36,Male,Andrew Roberts,"50,000-74,999",Hyderabad,No,Medium,kevinwelch@example.com
C00156,40,Male,Jeffrey Fisher,"100,000+",Bangalore,No,Low,robertgarrett@example.org
C00157,61,Male,Jenna Orozco,"100,000+",Chennai,Yes,High,xhenry@example.net
C00158,57,Female,Donna Ross,"<25,000",Hyderabad,Yes,Low,schmidtbrianna@example.org
C00159,70,Female,Jeffrey Johnson,"100,000+",Chennai,No,High,mcclainkrystal@example.com
C00160,29,Male,Arthur Sutton,"25,000-49,999",Chennai,No,Medium,peter39@example.com
C00161,53,Female,Brandon Rodriguez,"50,000-74,999",Mumbai,No,Low,petersonbrian@example.com
C00162,74,Female,Rachel Rose,"100,000+",Bangalore,Yes,Medium,mark30@example.net
C00163,49,Male,Tammy Johnson,"25,000-49,999",Chennai,Yes,Medium,thomasmartin@example.com
C00164,69,Male,Nathan Rowe,"50,000-74,999",Bangalore,Yes,High,ibailey@example.net
C00165,70,Male,Arthur Jackson,"50,000-74,999",Mumbai,No,Medium,csmith@example.net
C00166,38,Male,Jeffrey Lewis,"50,000-74,999",Chennai,No,High,brent11@example.org
C00167,28,Female,Richard Marshall,"100,000+",Hyderabad,No,Medium,breynolds@example.org
C00168,81,Male,Angela Soto,"25,000-49,999",Bangalore,Yes,Medium,lanepaula@example.com
C00169,60,Male,Daniel Wallace,"100,000+",Chennai,No,Low,cindygraham@example.com
C00170,23,Male,Matthew Adams,"100,000+",Mumbai,Yes,Medium,jwolfe@example.com
C00171,55,Female,Monica Ramirez,"50,000-74,999",Hyderabad,Yes,High,josephrobert@example.org
C00172,42,Female,Melissa Cortez,"25,000-49,999",Bangalore,No,Low,ggomez@example.com
C00173,25,Male,Whitney Cherry,"25,000-49,999",Bangalore,Yes,Low,rickeywall@example.com
C00174,43,Female,Katie Hensley,"50,000-74,999",Mumbai,No,Medium,qtaylor@example.net
C00175,31,Male,Daniel Taylor,"50,000-74,999",Mumbai,Yes,Medium,michelleserrano@example.org
C00176,44,Female,Christopher Fuentes,"25,000-49,999",Mumbai,No,Medium,lopezjacob@example.net
C00177,28,Male,Patrick Cross,"25,000-49,999",Chennai,Yes,Low,tjohnson@example.net
C00178,80,Male,Teresa Mays,"25,000-49,999",Delhi,Yes,Low,susan73@example.net
C00179,77,Male,Carlos Owens,"50,000-74,999",Bangalore,Yes,Low,michellegross@example.org
C00180,38,Female,Robert Downs,"50,000-74,999",Hyderabad,No,High,richardjohnson@example.net
C00181,27,Male,Julie Campbell,"25,000-49,999",Delhi,Yes,Medium,dustin77@example.net
C00182,79,Male,Emily Tanner,"<25,000",Chennai,Yes,High,grobinson@example.com
C00183,52,Female,Joseph Young,"<25,000",Chennai,Yes,High,sandovaldavid@example.com
C00184,73,Male,Cory Sparks,"<25,000",Delhi,Yes,High,pbutler@example.net
C00185,73,Male,Ann Brown,"<25,000",Bangalore,Yes,Low,aaron97@example.com
C00186,43,Female,Mark Klein,"<25,000",Chennai,Yes,High,adam38@example.net
C00187,78,Female,Richard Meadows,"100,000+",Hyderabad,No,Medium,georgegrant@example.com
C00188,73,Male,Patrick Galvan,"50,000-74,999",Chennai,No,Low,sabrinacameron@example.net
C00189,74,Male,Teresa Holder,"25,000-49,999",Chennai,No,Medium,timothywalls@example.net
C00190,24,Female,Yesenia Bates,"<25,000",Chennai,No,High,sramirez@example.com
C00191,55,Male,Tiffany Garza,"<25,000",Bangalore,Yes,High,kennethwhitaker@example.net
C00192,70,Male,Stephanie Reese,"50,000-74,999",Bangalore,No,Medium,jordanperez@example.net
C00193,75,Female,Patricia Hartman,"25,000-49,999",Hyderabad,No,Medium,lisa49@example.org
C00194,61,Male,Justin Marshall,"50,000-74,999",Mumbai,No,Medium,jeffreyschmitt@example.net
C00195,66,Female,Andrew George,"<25,000",Bangalore,Yes,Medium,omcdaniel@example.net
C00196,71,Male,Brian Garcia,"50,000-74,999",Delhi,Yes,Low,jkerr@example.org
C00197,62,Male,Cody Farrell MD,"25,000-49,999",Mumbai,Yes,High,robert31@example.com
C00198,46,Female,Ashley Robles,"75,000-99,999",Hyderabad,No,Low,williamspatrick@example.org
C00199,75,Male,Cheryl Evans,"25,000-49,999",Bangalore,No,Medium,david67@example.org
C00200,76,Male,Melissa Jones,"<25,000",Delhi,Yes,High,nguzman@example.org
C00201,64,Female,Nancy Irwin,"<25,000",Bangalore,Yes,High,tanya31@example.net
C00202,78,Female,Teresa Pineda,"25,000-49,999",Hyderabad,No,Medium,morenooscar@example.org
C00203,79,Female,Steven Sanders,"75,000-99,999",Bangalore,Yes,Medium,michelle49@example.net
C00204,79,Male,Vickie Perry,"25,000-49,999",Delhi,No,Low,matthew44@example.org
C00205,52,Male,Erin Campbell,"<25,000",Hyderabad,No,Low,wesley26@example.org
C00206,68,Female,Vincent Daniels,"25,000-49,999",Chennai,No,High,howealex@example.com
C00207,35,Male,Joseph Carter,"75,000-99,999",Delhi,Yes,High,phart@example.net
C00208,25,Male,David Castillo,"75,000-99,999",Hyderabad,No,Low,sanchezryan@example.com
C00209,26,Male,Ann Rubio,"50,000-74,999",Mumbai,No,Medium,bhodges@example.org
C00210,69,Male,Karen Sullivan,"75,000-99,999",Delhi,Yes,Medium,beasleyjamie@example.org
C00211,38,Male,Jasmine Walters,"100,000+",Chennai,No,High,dunlappatrick@example.com
C00212,29,Male,George Fox,"25,000-49,999",Hyderabad,Yes,Low,stephenrodgers@example.com
C00213,31,Male,Christina Boyd,"<25,000",Mumbai,No,High,allenroy@example.org
C00214,37,Female,Alexa Hernandez,"25,000-49,999",Delhi,No,Low,christopher98@example.net
C00215,75,Male,Elizabeth Rogers,"25,000-49,999",Hyderabad,Yes,Medium,elizabeth11@example.com
C00216,73,Male,Sarah Harper,"75,000-99,999",Delhi,No,Low,kramertammie@example.org
C00217,51,Male,David Myers,"<25,000",Mumbai,Yes,Low,christopher48@example.com
C00218,22,Male,Sean Cooper,"75,000-99,999",Mumbai,Yes,Medium,rosepeters@example.net
C00219,26,Female,Monique Wilson,"25,000-49,999",Mumbai,No,Low,bobbytaylor@example.net
C00220,77,Female,Shelby Yates,"75,000-99,999",Delhi,No,Low,floresteresa@example.com
C00221,43,Male,Cynthia Mcbride,"50,000-74,999",Mumbai,No,Medium,kristina96@example.com
C00222,49,Female,Sara Weiss,"25,000-49,999",Mumbai,No,Low,bryan02@example.com
C00223,65,Female,Mrs. Lynn Parker DDS,"25,000-49,999",Bangalore,Yes,High,silvaashley@example.net
C00224,82,Female,Stephanie Adams,"100,000+",Bangalore,No,Low,christopherbates@example.org
C00225,49,Male,Kathryn Martinez,"<25,000",Chennai,No,Medium,brian55@example.org
C00226,51,Male,Nancy Gibson,"75,000-99,999",Bangalore,Yes,Low,thompsonjacqueline@example.com
C00227,65,Male,Andrea Vargas,"<25,000",Bangalore,Yes,Low,bryce95@example.net
C00228,80,Male,Michael Ramirez,"75,000-99,999",Chennai,Yes,Medium,matthew30@example.net
C00229,31,Male,Amy Townsend,"50,000-74,999",Mumbai,Yes,Medium,amythompson@example.net
C00230,43,Female,Nicholas Smith,"100,000+",Delhi,No,Medium,sbrown@example.net
C00231,37,Male,Ashley Marsh,"50,000-74,999",Mumbai,No,Medium,karendavis@example.net
C00232,52,Female,Rachel Coleman,"100,000+",Chennai,No,High,kylevincent@example.net
C00233,52,Male,James Ruiz,"25,000-49,999",Chennai,No,Low,nicholas34@example.com
C00234,34,Male,Larry Wood,"100,000+",Mumbai,No,High,lori34@example.net
C00235,28,Male,Emily Buckley,"25,000-49,999",Bangalore,No,Low,eric50@example.net
C00236,61,Male,Shannon Davila,"25,000-49,999",Hyderabad,No,Medium,psmith@example.net
C00237,35,Female,Kelly Monroe,"100,000+",Mumbai,No,High,rebeccakline@example.org
C00238,39,Female,Ryan Jones,"<25,000",Chennai,Yes,Medium,acevedodarrell@example.net
C00239,54,Male,Mark Morgan,"100,000+",Hyderabad,No,Low,christopherthompson@example.com
C00240,65,Male,Kimberly Goodman,"<25,000",Mumbai,Yes,Low,kendrarose@example.org
C00241,35,Male,Hayley Collins,"<25,000",Mumbai,Yes,High,thomasreid@example.org
C00242,48,Female,Devin Ford,"75,000-99,999",Mumbai,No,Medium,krystal91@example.org
C00243,70,Male,Kelly Woods,"50,000-74,999",Mumbai,No,High,eric87@example.org
C00244,81,Female,Jessica Martinez,"25,000-49,999",Delhi,Yes,Low,jwarner@example.com
C00245,25,Male,Keith Dyer,"100,000+",Chennai,Yes,Medium,juarezdanielle@example.com
C00246,56,Female,Nancy Zamora MD,"25,000-49,999",Delhi,No,Low,jacqueline41@example.net
C00247,58,Male,Kristine Bond,"100,000+",Chennai,No,High,lisamiller@example.com
C00248,41,Male,April King,"100,000+",Chennai,Yes,Low,nicholas19@example.com
C00249,56,Female,Hayden Pierce,"100,000+",Hyderabad,Yes,Low,noah93@example.org
C00250,68,Male,Sergio Wade,"100,000+",Bangalore,Yes,Medium,zpayne@example.org
C00251,84,Female,Donna Pineda,"25,000-49,999",Hyderabad,No,Medium,apearson@example.net
C00252,76,Male,Andrew Warren,"75,000-99,999",Chennai,Yes,High,robertakoch@example.com
C00253,30,Female,Kelsey James,"<25,000",Chennai,No,Low,laurenthomas@example.com
C00254,76,Male,Andrea Webb,"<25,000",Delhi,No,Medium,tony64@example.com
C00255,22,Male,Darlene Hoover,"<25,000",Delhi,No,High,markmorales@example.org
C00256,46,Male,Christian Hayes,"50,000-74,999",Chennai,Yes,High,wattswhitney@example.org
C00257,46,Female,Mr. Jeffrey Butler,"<25,000",Bangalore,No,High,meganle@example.net
C00258,24,Male,Brett Shaw,"100,000+",Bangalore,Yes,Low,melissa99@example.net
C00259,30,Male,Ralph Woods,"<25,000",Mumbai,Yes,Low,corey08@example.net
C00260,32,Female,Connor Evans,"25,000-49,999",Hyderabad,No,High,cparks@example.com
C00261,79,Male,Patricia Miller,"100,000+",Chennai,Yes,Low,shane37@example.com
C00262,34,Female,Kenneth Byrd,"25,000-49,999",Hyderabad,Yes,Low,loriperkins@example.org
C00263,24,Male,Theresa Sharp,"50,000-74,999",Chennai,No,High,rmedina@example.net
C00264,25,Female,Kevin Long,"<25,000",Mumbai,No,Medium,amy68@example.com
C00265,80,Male,John Smith,"<25,000",Hyderabad,No,High,ntaylor@example.net
C00266,24,Female,Danielle Simmons,"<25,000",Mumbai,No,Low,williamsmark@example.org
C00267,82,Female,Teresa Yu,"50,000-74,999",Mumbai,No,Medium,toddmorris@example.com
C00268,76,Female,Angela Franklin,"75,000-99,999",Hyderabad,No,High,curtishunt@example.net
C00269,56,Male,Harry Hunter,"75,000-99,999",Chennai,No,High,candice84@example.org
C00270,36,Female,Matthew Brown,"25,000-49,999",Mumbai,Yes,Low,meadowsalicia@example.org
C00271,57,Female,David Mullen,"<25,000",Delhi,Yes,High,devin41@example.net
C00272,73,Male,Emily Booth,"75,000-99,999",Chennai,Yes,High,wlopez@example.com
C00273,77,Female,Patricia Brady,"100,000+",Hyderabad,Yes,High,deborah84@example.net
C00274,78,Female,Victoria Rios,"25,000-49,999",Bangalore,No,Low,amber33@example.net
C00275,71,Male,Rebecca Ortiz,"75,000-99,999",Chennai,No,Medium,ryanlittle@example.com
C00276,26,Male,Alexis Jones,"50,000-74,999",Chennai,Yes,Medium,qford@example.org
C00277,28,Male,Jacqueline Walker,"50,000-74,999",Chennai,No,Medium,wsmith@example.org
C00278,44,Female,Dakota Taylor,"75,000-99,999",Bangalore,No,Medium,breweralyssa@example.net
C00279,71,Female,Michael Martin,"<25,000",Mumbai,Yes,Medium,vprice@example.com
C00280,26,Female,Elaine Wong,"75,000-99,999",Hyderabad,No,Low,wagnersarah@example.com
C00281,24,Male,Seth Jones,"25,000-49,999",Delhi,Yes,Medium,rubenparker@example.org
C00282,35,Male,Debra Sharp,"75,000-99,999",Chennai,No,High,robertsonmichelle@example.net
C00283,58,Female,Jade Rodriguez,"75,000-99,999",Bangalore,Yes,Medium,nathanburke@example.org
C00284,21,Female,Megan Carpenter,"25,000-49,999",Chennai,No,High,danny38@example.com
C00285,22,Male,Devin Clark,"50,000-74,999",Delhi,Yes,Medium,wilsonfranklin@example.net
C00286,50,Female,Tara Cruz,"50,000-74,999",Mumbai,No,Low,brittanyatkins@example.org
C00287,59,Female,David Sanchez,"<25,000",Bangalore,No,Low,ibrown@example.com
C00288,74,Male,Philip Chavez,"25,000-49,999",Chennai,No,High,brian84@example.org
C00289,82,Female,Kimberly Kelley,"50,000-74,999",Hyderabad,Yes,Medium,andersonchristian@example.net
C00290,39,Female,Connie Rodriguez,"50,000-74,999",Bangalore,No,Low,ashley00@example.org
C00291,75,Male,Richard Sims,"<25,000",Mumbai,No,Low,qwilson@example.net
C00292,65,Female,Chris Johnson,"50,000-74,999",Chennai,No,High,gibsondavid@example.org
C00293,76,Female,Thomas White,"<25,000",Mumbai,No,Medium,gibsonnicole@example.net
C00294,42,Female,Nathan Porter,"25,000-49,999",Mumbai,No,Low,jessicabenton@example.com
C00295,76,Male,Catherine Knox,"50,000-74,999",Delhi,Yes,Low,smithmegan@example.net
C00296,48,Female,Shirley Williams,"<25,000",Mumbai,Yes,Low,barroncindy@example.org
C00297,84,Female,Shane Everett,"75,000-99,999",Chennai,Yes,Medium,batesangela@example.net
